bin_size,diameter,ci_low,ci_high,bin_range
2349,0.6186793642201017,0.5533782620685559,0.6839804663716476,-0.001->0.2
2425,0.8346977093460539,0.802702867728341,0.8666925509637669,0.2->0.4
1240,1.0559715931679414,1.0085024892515628,1.10344069708432,0.4->0.6000000000000001
493,1.2386432004755268,1.1859869350484404,1.2912994659026131,0.6000000000000001->0.8
108,1.2917617851829872,1.2050741983600413,1.3784493720059332,0.8->1.0
