bin_size,bin_value,diameter,ci_low,ci_high,bin_range
2512,,0.0030860823526832216,0.00284494665478766,0.003327218050578783,-0.001->0.2
2486,,0.004395530779563091,0.004219233182045957,0.0045718283770802256,0.2->0.4
1183,,0.005299836430602568,0.004999731327308522,0.005599941533896614,0.4->0.6000000000000001
424,,0.00728851022898941,0.00685936702425549,0.0077176534337233295,0.6000000000000001->0.8
100,,0.008211897906626771,0.007149861785221503,0.00927393402803204,0.8->1.0
