bin_size,diameter,ci_low,ci_high,bin_range
558,0.5148073228206265,0.3999021244844223,0.6297125211568306,-0.0009953708603792262->0.19907417207584524
802,0.737738085491588,0.6841645533169964,0.7913116176661796,0.19907417207584524->0.3981483441516905
412,0.9484358591102716,0.9058394460705746,0.9910322721499686,0.3981483441516905->0.5972225162275357
129,1.2092676433933005,1.0686473535437702,1.3498879332428309,0.5972225162275357->0.796296688303381
24,1.149506050915461,1.0517175762370767,1.2472945255938455,0.796296688303381->0.9953708603792262
