bin_size,diameter,ci_low,ci_high,bin_range
2212,0.5023829461476343,0.4778242212595391,0.5269416710357295,-0.001->0.2
2561,0.8117728938957715,0.7840108422730788,0.8395349455184641,0.2->0.4
1246,1.0753843695730545,1.0316133303075934,1.1191554088385156,0.4->0.6000000000000001
482,1.2820948405847963,1.2264523705544166,1.337737310615176,0.6000000000000001->0.8
114,1.3814689900213406,1.2836716352251722,1.479266344817509,0.8->1.0
