x1,x2,x3,well_being_2
0.002891398924604607,-0.0003808943313657893,7.68909613850033e-05,0.0
-0.0011247177371227703,0.0002472810143011009,-0.0015637087669222252,0.0
0.0014720974191528456,0.0002953961572611804,-0.0011507807559752938,0.0
0.0042645236801053905,-0.0011830448602799654,-0.0002654773967939609,0.0
-0.0007282808255899089,0.0005259117938679554,-0.0006484115839315098,0.0
0.00447418081987291,-0.0014256228028760904,2.9502728219950646e-05,0.0
0.0044342789061005425,-0.00140371639594848,9.557293866290137e-05,0.0
0.0011654249120060676,0.00013893087284879986,-0.00013896027069298827,0.0
0.00035504339024929667,-2.036228340729956e-05,-0.0004443874172230065,0.0
0.004147164259315163,-0.0010693480669399496,1.419578197968498e-05,0.0
0.003434050635546592,-0.0006021783710447823,-0.00020629370075694916,0.0
0.004461064146603492,-0.0014603518096009266,9.369643307964392e-05,0.0
-0.003575882642912414,-8.835297618254837e-05,-0.00032704562760668937,0.0
0.004244789787056201,-0.0010609665170761868,-0.00012262880796974293,0.0
0.004377480903614596,-0.0013452140134036293,9.224894903840535e-05,0.0
0.004433588498264425,-0.0013162027013286202,-1.770412973374641e-05,0.0
0.00367748132557246,-0.0006815798176525378,-0.0003022232966054224,0.0
0.003947819081970579,-0.0008446823872130958,-0.00026781271708436143,0.0
-0.0015809587379510897,0.00042721983660658046,-0.0014738744675582493,0.0
0.0035203994573509943,-0.0006957819874936574,-0.00031202084729773917,0.0
-0.0019647835333573725,0.00026542701513946015,-0.001879847757802195,0.0
-0.00032400309898934874,0.0007945130587986515,-0.001310111631119755,0.0
-0.004964734634614435,-0.0011876501248121586,-0.000988482694273003,0.0
-0.006810839835841177,-0.002075674396816964,0.00027480897040816,0.0
-0.000609258262343953,0.0007738786630474639,-0.0014356461297619933,0.0
0.003523356126444098,-0.0007296765888132555,-4.884821658141116e-05,0.0
-0.005771566363847092,-0.0015787475944102332,-0.0017197163275242495,0.0
0.004421537787243522,-0.0014017496815104486,-4.680338315007715e-05,0.0
-0.001971418458158786,0.000156793554112031,-0.0017922765966439313,0.0
0.003833916088930712,-0.0009225895872333968,-1.3306986052446664e-05,0.0
0.003947988281207393,-0.0009371385456672952,-6.764408061673717e-07,0.0
0.00010601396919685187,0.00014697411942123917,-0.0011305237778316774,0.0
0.00445803172511895,-0.0014095593298221742,6.618370306772313e-05,0.0020404525319191037
0.004230695341164389,-0.0011263793450301514,6.231444040404353e-05,0.003620021987825197
0.004439592519206696,-0.001419385299345225,0.00010365876738752679,0.003901846566394812
0.003743418965219348,-0.0008903281669868169,0.00020389587844515193,0.005969319699620753
0.00445895867067853,-0.0013907670495585597,3.80529433084452e-05,0.006076600830074225
0.004455072764554459,-0.001456061239231876,0.00012084108500367191,0.006422248364476819
0.004456441645201414,-0.0014600278272189201,0.00011282390171015899,0.007177043482868577
0.004394894648209809,-0.0013041829016817849,3.594762585291671e-05,0.008037239511320538
0.004462472454043414,-0.001469942959525282,0.0001197854355696908,0.009415637944540534
0.004448655844083949,-0.0014470103830345779,0.0001086910578230594,0.009590567738595929
0.004434973338687318,-0.0014347097581386091,0.00012105199151271037,0.009950441571662747
0.00427736766450673,-0.0012425133419846006,8.541908861722161e-05,0.010087673429592572
0.004434089492744532,-0.001341516731687799,-2.4549726574568273e-05,0.010252641995805561
0.004465938684228543,-0.0014418666364320535,9.223472476733843e-05,0.010519612299738395
0.004462651413603649,-0.001435622523180359,9.376772234957099e-05,0.010580790736102786
0.004455259025225589,-0.0014423823688782978,0.00011059057306909302,0.0108480439261201
0.0040743132145658395,-0.0010734633133195886,8.003550087634953e-05,0.010921233823700952
0.004427004691915181,-0.001401385448958451,0.00010208420977843564,0.011315392056958891
0.004429118563734946,-0.0014198395630388347,0.00012757064738147544,0.011706577852832356
0.0044493903249528495,-0.0014485428334844366,0.00011330044113025414,0.011745605696741792
0.004403048515621254,-0.0013367780099410342,7.365109121904729e-05,0.012375288188830855
0.004443777465104188,-0.0014189188568600262,0.00010140196338357578,0.012460282704539001
0.004342228135552551,-0.0012596673169298954,7.023663398956148e-05,0.013185502623074248
