x1,x2,x3,wellbeing_13
-0.004498658831764067,-0.00010319407557870134,6.804960692012943e-05,0.0
-0.005250586181758304,-8.085324041087376e-05,-0.0010574209545452483,0.003027870885078181
-0.00525945844257887,-3.774374897386879e-05,-0.0010509736007994984,0.005641664573712102
-0.005248651787310754,-7.015674801239016e-05,-0.0010689430863145655,0.0067696966766895685
-0.005245161906216033,-7.196082770771307e-05,-0.0010692745091873217,0.00886485364654954
-0.005257542253517272,9.52899144225552e-05,-0.0009106706552355295,0.00899468040270437
-0.005187451820953633,1.459268458421449e-05,-0.000828171448859443,0.009094688113530805
-0.005254821879828086,-4.942687897281294e-05,-0.0010582909636546222,0.01016759638550424
-0.005259742292163912,-5.631005705958514e-05,-0.0010459542940469445,0.0114014229148922
-0.0052566974676955475,-5.4207992426074186e-05,-0.0010548219418436654,0.011647391795786248
-0.0052291365218025705,-8.000904972913109e-05,-0.0010497674817350011,0.013698348618730219
-0.005276572824372949,-6.543388336016684e-05,-0.0010168254316793755,0.013981326454741063
-0.005267100240666328,-6.028526898959125e-05,-0.0010339240202272447,0.0140249437441561
-0.005253986031116609,-3.95181624443214e-05,-0.0010555720598689445,0.01462682355225832
-0.005253480405760104,-7.601006458767138e-05,-0.0010474877850332866,0.014673985756255425
-0.005267436012003407,-5.287207995424256e-05,-0.0010363200752003482,0.015547548835681905
-0.0052475248603919425,-7.306333855986946e-05,-0.0010476420279524321,0.015934697946765577
-0.005261651390601317,-4.061149623345038e-05,-0.00103771752125234,0.016010457759337408
-0.005244033354509411,-6.723498854124608e-05,-0.0010788670631981627,0.016046674270494443
-0.005266655766886812,-3.206152267954094e-05,-0.0010242810515699043,0.016145414018409025
-0.005151323999109508,-2.692884192444233e-05,-0.0008559410472931999,0.017452864102016234
-0.005243758185172,-7.115708694848823e-05,-0.0010556783991834506,0.01780929772303709
-0.005273182811386652,-2.6040529491610925e-05,-0.0010200164718257025,0.01833013520323336
-0.005254553707175536,-8.017015834498984e-05,-0.0010387098120776706,0.018436990923361995
-0.005293086561657622,-5.114771536308703e-05,-0.0009372852987810985,0.01845755678246791
-0.005270833284201439,-4.815524049916539e-05,-0.0010332916445911595,0.018513664555317357
-0.005222650207375454,9.26753508923622e-06,-0.0009895857821188429,0.01881714235133185
-0.005176693788800789,-4.421789993139607e-05,-0.0010816943628581166,0.018971747041330308
-0.0052266689224204415,9.846826906921646e-07,-0.0010547947704325448,0.018975110012083494
-0.005270969131365954,-4.5179559962837955e-05,-0.0010283767438058185,0.01900284591084482
-0.0052773943947624375,-0.00010040222793391125,-0.0007294243784203847,0.01927081506964004
-0.005250857391816862,-8.554998785374626e-05,-0.0010507616015895404,0.01944486379214432
-0.0052384944061873865,-7.977441429334052e-05,-0.0010403554553927554,0.019507543696576406
