bin_size,bin_value,diameter,ci_low,ci_high,bin_range
2512,,0.5550310586104199,0.5159691037328971,0.5940930134879427,-0.001->0.2
2486,,0.7270679183163368,0.6961420792991705,0.757993757333503,0.2->0.4
1183,,0.9558971146551789,0.9113250250027007,1.000469204307657,0.4->0.6000000000000001
424,,1.1138513962378096,1.0617288695973999,1.1659739228782193,0.6000000000000001->0.8
100,,1.2104015962034878,1.0459041176001609,1.3748990748068146,0.8->1.0
