x1,x2,x3,wellbeing_2
-0.010055939902602007,0.0006601058197462504,-0.0015109895837400484,0.0
-0.007827418077474006,-0.00047494570761689477,-0.0009819100263872848,0.014227999992980469
-0.01312048896401756,-0.0002238500788393261,-0.0032823466370471258,0.02293584159945709
-0.011031885288351142,-0.00028633467592732725,-0.0020670231948946563,0.025881691475617488
-0.013321361625329759,-0.0003556755214040451,-0.003255985971806752,0.028985563430042324
0.009356922012869013,0.00013456475196505497,0.0045464802956856985,0.03146511738824859
-0.012791414831235508,-0.0003862801158556887,-0.002635480381835879,0.03277571030415602
-0.013363973251018504,-0.0004093058262992341,-0.0033574380655605153,0.03492107578974255
-0.012868783757572373,-0.0006366059593144898,-0.002401987228437357,0.03493368816720028
-0.013282363983279623,-0.0004542121563897578,-0.0029910226413678003,0.04258532515359366
-0.013234135367478745,0.00012918879161792962,-0.0032150922382370474,0.04262234210379287
-0.01328665014211077,-0.0006713724840397349,-0.0032648896409530922,0.04617080343356004
0.0037481981934122353,-0.002640565134890585,0.001776314253256367,0.050666103325304856
-0.013280250507604547,-0.00038751677899661734,-0.0032013450293014198,0.05077879153238234
-0.013214975827397515,-0.00025814864802321856,-0.0031163525503361557,0.051614709189185176
-0.013316794302618286,-0.00046326155179506756,-0.0030819143287707062,0.054654053900228115
-0.013381420840851551,-0.00038367645811027915,-0.0033426785112852728,0.05587515503982528
-0.01312308505973833,-0.00018379694454885088,-0.003484762925036935,0.05591648270659622
-0.012823099081333004,-0.00014677183380108319,-0.002334875249682204,0.05591648270659622
0.0014943204309276555,0.003736445824268564,-0.0007362598407818898,0.05675358582218418
-0.013356625908716268,-0.0004056106090179819,-0.0033980566941648823,0.05684158357107092
-0.01316603526237907,-0.0004790085809347013,-0.0028715892684738164,0.0568574497995771
-0.012963874112496417,0.0003482652127279257,-0.002878425994478055,0.057610487498556566
-0.013167010283739377,-0.0004656930988987918,-0.0028182452711874965,0.06176096193693089
-0.013153945569238174,-0.0005614592913229037,-0.00310657175960325,0.06497157085194281
-0.013189355472419796,-0.0003548453099584716,-0.0030265960259765945,0.06561029907532027
-0.0132585908505478,-0.0004243456375025518,-0.0029757284557136846,0.06687435836698315
-0.012372139359096488,-0.00026639796113730264,-0.0024315929016040863,0.07169713432864631
-0.013212189219460073,-0.0005355984130676963,-0.002891891456573992,0.07211736104823531
-0.011627393966088171,-0.0003547311827721534,-0.002851484193977458,0.07565417949991617
-0.013018955565453938,-9.467416529597047e-05,-0.002692031198134329,0.07625867302353206
-0.012945078407465154,-6.0374124569332824e-05,-0.0025305866088186843,0.0771116335923779
-0.012816236955169567,0.0003499800272677466,-0.0027260988298524053,0.07751156048581702
-0.013124318562185598,-0.0006107097743293003,-0.0027151531870338785,0.0799120205919342
-0.010480876787578253,-0.00048459598553013617,-0.0014544213976536722,0.08062230922707661
-0.013433666810338061,-0.00037700839773540003,-0.0033320466656960234,0.08252647884373132
-0.012943440215139886,-0.00015610903892379656,-0.002805348765561765,0.0827450305430441
-0.01260366552767586,-0.00019772948602238627,-0.00210446500014424,0.08325665186048319
-0.012944830874872805,-0.0005376851461586044,-0.002524057672205965,0.08343072292973748
-0.013180536185181686,0.0003232551248170497,-0.0032385343497858153,0.08619960342112874
-0.012895311298986105,0.00037023832408204625,-0.002879595777556634,0.08619960342112874
-0.010381815691410008,-0.00027950605201347047,-0.002018544390356159,0.08677501334335704
